nse_symbol,yahoo_symbol,company_name,yahoo_sector,sector_index_name,sector_index_symbol
KIOCL,KIOCL.NS,KIOCL Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KIRIINDUS,KIRIINDUS.NS,Kiri Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,NIFTY INFRA,^CNXINFRA
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Engines Limited,Industrials,NIFTY INFRA,^CNXINFRA
KIRLOSIND,KIRLOSIND.NS,Kirloskar Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
KIRLPNU,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
KITEX,KITEX.NS,Kitex Garments Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KKCL,KKCL.NS,Kewal Kiran Clothing Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KMEW,KMEW.NS,Knowledge Marine & Engineering Works Limited,Industrials,NIFTY INFRA,^CNXINFRA
KMSUGAR,KMSUGAR.NS,K.M. Sugar Mills Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KNAGRI,KNAGRI.NS,KNAGRI,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KNRCON,KNRCON.NS,KNR Constructions Limited,Industrials,NIFTY INFRA,^CNXINFRA
KOHINOOR,KOHINOOR.NS,Kohinoor Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KOKUYOCMLN,KOKUYOCMLN.NS,Kokuyo Camlin Limited,Industrials,NIFTY INFRA,^CNXINFRA
KOLTEPATIL,KOLTEPATIL.NS,Kolte-Patil Developers Limited,Real Estate,NIFTY REALTY,^CNXREALTY
KOPRAN,KOPRAN.NS,Kopran Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KOTARISUG,KOTARISUG.NS,Kothari Sugars and Chemicals Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KOTHARIPET,KOTHARIPET.NS,Kothari Petrochemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KOTHARIPRO,KOTHARIPRO.NS,Kothari Products Limited,Industrials,NIFTY INFRA,^CNXINFRA
KPEL,KPEL.NS,K.P. Energy Limited,Industrials,NIFTY INFRA,^CNXINFRA
KPIGREEN,KPIGREEN.NS,KPI Green Energy Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
KPIL,KPIL.NS,Kalpataru Projects International Limited,Industrials,NIFTY INFRA,^CNXINFRA
KPITTECH,KPITTECH.NS,KPIT Technologies Limited,Technology,NIFTY IT,^CNXIT
KPRMILL,KPRMILL.NS,K.P.R. Mill Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KRBL,KRBL.NS,KRBL Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KREBSBIO,KREBSBIO.NS,Krebs Biochemicals & Industries Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
KRIDHANINF,KRIDHANINF.NS,Kridhan Infra Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KRISHANA,KRISHANA.NS,Krishana Phoschem Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KRISHIVAL,KRISHIVAL.NS,KRISHIVAL,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KRISHNADEF,KRISHNADEF.NS,KRISHNADEF,UNKNOWN,UNKNOWN,NO_INDEX
KRITI,KRITI.NS,Kriti Industries (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
KRITIKA,KRITIKA.NS,Kritika Wires Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KRITINUT,KRITINUT.NS,Kriti Nutrients Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KRN,KRN.NS,KRN,Technology,NIFTY IT,^CNXIT
KRONOX,KRONOX.NS,KRONOX,Basic Materials,NIFTY METAL,^CNXMETAL
KROSS,KROSS.NS,KROSS,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KRSNAA,KRSNAA.NS,Krsnaa Diagnostics Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
KRYSTAL,KRYSTAL.NS,KRYSTAL,Industrials,NIFTY INFRA,^CNXINFRA
KSB,KSB.NS,KSB Limited,Industrials,NIFTY INFRA,^CNXINFRA
KSCL,KSCL.NS,Kaveri Seed Company Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KSHINTL,KSHINTL.NS,KSHINTL,Industrials,NIFTY INFRA,^CNXINFRA
KSHITIJPOL,KSHITIJPOL.NS,Kshitij Polyline Limited,Industrials,NIFTY INFRA,^CNXINFRA
KSL,KSL.NS,Kalyani Steels Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KSOLVES,KSOLVES.NS,Ksolves India Limited,Technology,NIFTY IT,^CNXIT
KSR,KSR.NS,KSR Footwear Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KUANTUM,KUANTUM.NS,Kuantum Papers Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LAGNAM,LAGNAM.NS,Lagnam Spintex Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LAL,LAL.NS,Lorenzini Apparels Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LALPATHLAB,LALPATHLAB.NS,Dr. Lal PathLabs Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LAMBODHARA,LAMBODHARA.NS,Lambodhara Textiles Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LANDMARK,LANDMARK.NS,Landmark Cars Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LAOPALA,LAOPALA.NS,La Opala RG Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LASA,LASA.NS,Lasa Supergenerics Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Limited,Industrials,NIFTY INFRA,^CNXINFRA
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LAXMICOT,LAXMICOT.NS,Laxmi Cotspin Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LAXMIDENTL,LAXMIDENTL.NS,LAXMIDENTL,Healthcare,NIFTY PHARMA,^CNXPHARMA
LAXMIINDIA,LAXMIINDIA.NS,LAXMIINDIA,Financial Services,NIFTY FIN SERVICE,^CNXFIN
LEMERITE,LEMERITE.NS,LEMERITE,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LENSKART,LENSKART.NS,LENSKART,Healthcare,NIFTY PHARMA,^CNXPHARMA
LEXUS,LEXUS.NS,Lexus Granito (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
LFIC,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
LGBBROSLTD,LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LGEINDIA,LGEINDIA.NS,LGEINDIA,Technology,NIFTY IT,^CNXIT
LGHL,LGHL.NS,LGHL,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LIBAS,LIBAS.NS,Libas Consumer Products Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LIBERTSHOE,LIBERTSHOE.NS,Liberty Shoes Ltd.,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
LICI,LICI.NS,Life Insurance Corporation of India,Financial Services,NIFTY FIN SERVICE,^CNXFIN
LIKHITHA,LIKHITHA.NS,Likhitha Infrastructure Limited,Energy,NIFTY ENERGY,^CNXENERGY
LINC,LINC.NS,Linc Limited,Industrials,NIFTY INFRA,^CNXINFRA
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LINDEINDIA,LINDEINDIA.NS,Linde India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LLOYDSENGG,LLOYDSENGG.NS,Lloyds Engineering Works Limited,Industrials,NIFTY INFRA,^CNXINFRA
LLOYDSENT,LLOYDSENT.NS,Lloyds Enterprises Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LLOYDSME,LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LMW,LMW.NS,LMW Limited,Industrials,NIFTY INFRA,^CNXINFRA
LODHA,LODHA.NS,Lodha Developers Limited,Real Estate,NIFTY REALTY,^CNXREALTY
LOKESHMACH,LOKESHMACH.NS,Lokesh Machines Limited,Industrials,NIFTY INFRA,^CNXINFRA
LORDSCHLO,LORDSCHLO.NS,Lords Chloro Alkali Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LOTUSDEV,LOTUSDEV.NS,LOTUSDEV,Industrials,NIFTY INFRA,^CNXINFRA
LOTUSEYE,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LOVABLE,LOVABLE.NS,Lovable Lingerie Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LOYALTEX,LOYALTEX.NS,Loyal Textile Mills Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LPDC,LPDC.NS,Landmark Property Development Company Limited,Real Estate,NIFTY REALTY,^CNXREALTY
LT,LT.NS,Larsen & Toubro Limited,Industrials,NIFTY INFRA,^CNXINFRA
LTF,LTF.NS,L&T Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
LTFOODS,LTFOODS.NS,LT Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
LTIM,LTIM.NS,LTIMindtree Limited,Technology,NIFTY IT,^CNXIT
LTTS,LTTS.NS,L&T Technology Services Limited,Technology,NIFTY IT,^CNXIT
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LUPIN,LUPIN.NS,Lupin Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LUXIND,LUXIND.NS,Lux Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
LYKALABS,LYKALABS.NS,Lyka Labs Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
LYPSAGEMS,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
M&M,M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited,Industrials,NIFTY INFRA,^CNXINFRA
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited,Industrials,NIFTY INFRA,^CNXINFRA
MADHUCON,MADHUCON.NS,Madhucon Projects Limited,Industrials,NIFTY INFRA,^CNXINFRA
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MAGNUM,MAGNUM.NS,Magnum Ventures Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MAHABANK,MAHABANK.NS,Bank of Maharashtra,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited,Industrials,NIFTY INFRA,^CNXINFRA
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited,Industrials,NIFTY INFRA,^CNXINFRA
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,NIFTY REALTY,^CNXREALTY
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited,Industrials,NIFTY INFRA,^CNXINFRA
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MALLCOM,MALLCOM.NS,Mallcom (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MAMATA,MAMATA.NS,MAMATA,Industrials,NIFTY INFRA,^CNXINFRA
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
MANAKSIA,MANAKSIA.NS,Manaksia Limited,Industrials,NIFTY INFRA,^CNXINFRA
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MANBA,MANBA.NS,MANBA,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MANGALAM,MANGALAM.NS,Mangalam Drugs & Organics Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MANINDS,MANINDS.NS,Man Industries (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited,Industrials,NIFTY INFRA,^CNXINFRA
MANKIND,MANKIND.NS,Mankind Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MANORAMA,MANORAMA.NS,Manorama Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MANORG,MANORG.NS,Mangalam Organics Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited,Industrials,NIFTY INFRA,^CNXINFRA
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MAPMYINDIA,MAPMYINDIA.NS,C. E. Info Systems Limited,Technology,NIFTY IT,^CNXIT
MARALOVER,MARALOVER.NS,Maral Overseas Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited,Real Estate,NIFTY REALTY,^CNXREALTY
MARICO,MARICO.NS,Marico Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MARINE,MARINE.NS,Marine Electricals (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
MARKOLINES,MARKOLINES.NS,MARKOLINES,Industrials,NIFTY INFRA,^CNXINFRA
MARKSANS,MARKSANS.NS,Marksans Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MARUTI,MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MASFIN,MASFIN.NS,MAS Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MASTEK,MASTEK.NS,Mastek Limited,Technology,NIFTY IT,^CNXIT
MASTERTR,MASTERTR.NS,Master Trust Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MATRIMONY,MATRIMONY.NS,Matrimony.com Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MAXESTATES,MAXESTATES.NS,MAXESTATES,Real Estate,NIFTY REALTY,^CNXREALTY
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MAXIND,MAXIND.NS,Max India Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MAZDA,MAZDA.NS,Mazda Limited,Industrials,NIFTY INFRA,^CNXINFRA
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Industrials,NIFTY INFRA,^CNXINFRA
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MBEL,MBEL.NS,MBEL,Industrials,NIFTY INFRA,^CNXINFRA
MBLINFRA,MBLINFRA.NS,MBL Infrastructures Limited,Industrials,NIFTY INFRA,^CNXINFRA
MCL,MCL.NS,Madhav Copper Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited,Technology,NIFTY IT,^CNXIT
MCX,MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MEDANTA,MEDANTA.NS,Global Health Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MEDIASSIST,MEDIASSIST.NS,MEDIASSIST,Healthcare,NIFTY PHARMA,^CNXPHARMA
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MEDICO,MEDICO.NS,Medico Remedies Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MEDPLUS,MEDPLUS.NS,MedPlus Health Services Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MEESHO,MEESHO.NS,MEESHO,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MEIL,MEIL.NS,MEIL,Industrials,NIFTY INFRA,^CNXINFRA
MENONBE,MENONBE.NS,Menon Bearings Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
METROBRAND,METROBRAND.NS,Metro Brands Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MFSL,MFSL.NS,Max Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MGEL,MGEL.NS,Mangalam Global Enterprise Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MGL,MGL.NS,Mahanagar Gas Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MICEL,MICEL.NS,MIC Electronics Limited,Technology,NIFTY IT,^CNXIT
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MIDWESTLTD,MIDWESTLTD.NS,MIDWESTLTD,Basic Materials,NIFTY METAL,^CNXMETAL
MINDACORP,MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MINDTECK,MINDTECK.NS,Mindteck (India) Limited,Technology,NIFTY IT,^CNXIT
MIRCELECTR,MIRCELECTR.NS,MIRC Electronics Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MIRZAINT,MIRZAINT.NS,Mirza International Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited,Industrials,NIFTY INFRA,^CNXINFRA
MITTAL,MITTAL.NS,Mittal Life Style Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MKPL,MKPL.NS,M. K. Proteins Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MMFL,MMFL.NS,M M Forgings Limited,Industrials,NIFTY INFRA,^CNXINFRA
MMP,MMP.NS,MMP Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MMTC,MMTC.NS,MMTC Limited,Industrials,NIFTY INFRA,^CNXINFRA
MOBIKWIK,MOBIKWIK.NS,MOBIKWIK,Technology,NIFTY IT,^CNXIT
MODINATUR,MODINATUR.NS,Modi Naturals Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,Real Estate,NIFTY REALTY,^CNXREALTY
MODIS,MODIS.NS,Modi's Navnirman Limited,Real Estate,NIFTY REALTY,^CNXREALTY
MODISONLTD,MODISONLTD.NS,Modison Limited,Industrials,NIFTY INFRA,^CNXINFRA
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOHITIND,MOHITIND.NS,Mohit Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOIL,MOIL.NS,MOIL Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MOKSH,MOKSH.NS,Moksh Ornaments Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOL,MOL.NS,Meghmani Organics Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,Industrials,NIFTY INFRA,^CNXINFRA
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
MOSCHIP,MOSCHIP.NS,MOSCHIP,Technology,NIFTY IT,^CNXIT
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MOTISONS,MOTISONS.NS,MOTISONS,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,Real Estate,NIFTY REALTY,^CNXREALTY
MPHASIS,MPHASIS.NS,Mphasis Limited,Technology,NIFTY IT,^CNXIT
MPSLTD,MPSLTD.NS,MPS Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
MRF,MRF.NS,MRF Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,NIFTY ENERGY,^CNXENERGY
MSPL,MSPL.NS,MSP Steel & Power Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MSTCLTD,MSTCLTD.NS,MSTC Limited,Industrials,NIFTY INFRA,^CNXINFRA
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MTARTECH,MTARTECH.NS,MTAR Technologies Limited,Industrials,NIFTY INFRA,^CNXINFRA
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
MUFIN,MUFIN.NS,Mufin Green Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MUFTI,MUFTI.NS,MUFTI,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,Basic Materials,NIFTY METAL,^CNXMETAL
MUKKA,MUKKA.NS,Mukka Proteins Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Ltd.,Industrials,NIFTY INFRA,^CNXINFRA
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MUTHOOTMF,MUTHOOTMF.NS,MUTHOOTMF,Financial Services,NIFTY FIN SERVICE,^CNXFIN
MVGJL,MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
MWL,MWL.NS,MWL,Basic Materials,NIFTY METAL,^CNXMETAL
NAGAFERT,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
NATCAPSUQ,NATCAPSUQ.NS,Natural Capsules Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NATCOPHARM,NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
NAVA,NAVA.NS,Nava Limited,Industrials,NIFTY INFRA,^CNXINFRA
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,NIFTY METAL,^CNXMETAL
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,Industrials,NIFTY INFRA,^CNXINFRA
NAVKARURB,NAVKARURB.NS,Navkar Urbanstructure Limited,Basic Materials,NIFTY METAL,^CNXMETAL
